customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
18795.0,other,36-45,west,automobile,online,zepto,4.0,,positive,64.0,no,no
18796.0,other,60+,,electronics,online,facebook marketplace,5.0,execllent exceeded expectations.,positive,4.0,yes,no
18797.0,male,60+,west,fashion,online,tata cliq,4.0,excellent product! expectations.,positive,32.0,yes,no
18798.0,other,60+,west,beauty,online,bigbasket,1.0,product stopped working after few days.,negative,5.0,yes,yes
18799.0,other,60+,west,home & kitchen,online,jiomart,4.0,very satisfied wtf with the quality.,positive,61.0,no,no
18800.0,other,60+,east,,online,shopclues,3.0,average experience overall. idk,neutral,42.0,yes,no
18801.0,male,26-35,central,beauty,online,bigbasket,1.0,not worth the price.,negative,47.0,,yes
18802.0,female,18-25,north,,online,reliance digital,,"product is okay, nothing errr special.",neutral,31.0,yes,no
18803.0,female,60+,south,beauty,online,amazon,1.0,late delivery and poor pcakaging.,negative,47.0,yes,yes
18804.0,female,18-25,south,groceries,online,,3.0,"delivery was fine, product is decent.",neutral,60.0,no,
18805.0,female,36-45,,fashion,online,jiomart,2.0,late dleivery and poor packaging.,negative,20.0,yes,
18806.0,female,46-60,north,groceries,online,ajio,5.0,very ..... satisfied with the quality.,positive,45.0,yes,no
18807.0,female,18-25,north,books,online,paytm mall,5.0,very satisfied wit hthe quality.,positive,18.0,yes,no
18808.0,female,60+,,groceries,online,amazon,5.0,fast delivery great packaging.,positive,5.0,yes,no
18809.0,other,26-35,south,books,online,reliance digital,4.0,fast delivery and great packaging.,positive,,yes,no
18810.0,other,26-35,west,electronics,online,lenskart,3.0,"product is okay, nothing special.",neutral,11.666666666666666,yes,no
18811.0,male,26-35,south,sports,online,reliance digital,4.0,fast delivery and great packaging.,positive,25.0,yes,no
18812.0,female,36-45,west,sports,online,boat,4.0,great value for money.,positive,43.0,yes,no
18813.0,other,36-45,central,home & kitchen,online,bigbasket,3.0,average experinece overall.,,26.0,yes,no
18814.0,female,18-25,west,fashion,online,nykaa,2.0,umm disappointed with the quality.,negative,60.0,,yes
18815.0,other,,south,automobile,online,bigbasket,5.0,"aaammaaaziinng eexxpppeeerriiennccee, hhhiigghhhlllyyy rrecoommmeeenddd! eeerrrrr",positive,56.0,no,no
18816.0,male,36-45,,sports,online,others,1.0,product stopped working after few days.,,69.0,no,yes
18817.0,female,26-35,central,groceries,online,croma,2.0,,negative,34.0,yes,yes
18818.0,other,46-60,central,groceries,online,shopclues,,product stopped working after few days.,negative,10.333333333333334,yes,yes
18819.0,other,60+,south,travel,online,nykaa,2.0,very disappointed with the quality.,negative,39.0,yes,yes
18820.0,female,18-25,south,books,online,boat,1.0,no tworth price.,negative,18.0,yes,yes
18821.0,female,18-25,east,groceries,online,paytm mall,2.0,customer service was unhelpfu.l,negative,49.0,no,yes
,female,46-60,,beauty,online,jiomart,4.0,"amazing experience, highly recommend!",positive,36.0,yes,no
18823.0,other,18-25,west,groceries,online,,2.0,cccussttooomeer ssseevriccce wwwas uunnnhhhelpfuulll.,negative,15.0,yes,yes
18824.0,female,46-60,east,books,online,boat,2.0,ver y..... disappointed with the,negative,16.0,,yes
18825.0,male,36-45,east,beauty,online,croma,2.0,not worth the price.,negative,47.0,yes,yes
18826.0,male,36-45,,electronics,online,boat,4.0,"amazing kinad experience, highly recommend!",positive,20.0,yes,no
18827.0,female,46-60,south,electronics,online,facebook marketplace,1.0,customer service was unhelpful.,negative,51.0,no,yes
18828.0,other,60+,central,automobile,online,,1.0,ltae delivery and poor packaging.,negative,11.0,yes,
18829.0,,18-25,,electronics,online,ajio,5.0,very satisfied with the quality.,positive,55.0,no,no
18830.0,other,18-25,central,sports,online,shopclues,5.0,excellent product! exceeded expectations.,positive,46.0,,no
18831.0,other,46-60,east,beauty,online,zepto,0.0,vveryy sssaatiissfiieeddd wiiitthhh tthhe,positive,51.0,no,no
,female,18-25,west,fashion,online,myntra,4.0,excellent product! exceeded expectations.,positive,50.0,no,no
18833.0,other,36-45,north,sports,online,croma,5.0,excellent product! exceeded expectations.,,38.0,yes,no
18834.0,,36-45,south,electronics,online,myntra,2.0,not worth the priec.,negative,27.0,yes,yes
,female,26-35,east,travel,online,,2.0,not worth the price.,negative,42.0,yes,yes
18836.0,other,,south,automobile,online,lenskart,5.0,"amazing experience, highly recommend!",positive,1.0,yes,no
18837.0,female,18-25,north,fashion,online,meesho,5.0,ffaassttt ddeeelliieeevryy aaanddd gggrrreeeat pppaaackkaagiiinggg.,positive,55.0,no,no
18838.0,female,26-35,east,groceries,,,4.0,amazing highly recommend!,positive,14.333333333333334,yes,no
18839.0,,18-25,south,travel,online,facebook marketplace,5.0,fast delivery and great packaging.,positive,43.0,yes,no
18840.0,other,60+,west,electronics,online,swiggy instamart,5.0,exxxccceeelllent prroodduccttt! eexccceeeeedeeedd eeexxxpeeecctttatioonns.,positive,17.0,yes,no
18841.0,male,60+,east,home & kitchen,online,tata cliq,2.0,not worth ..... the price.,negative,71.0,no,yes
18842.0,male,26-35,east,automobile,online,reliance digital,4.0,"amazing wtf experience, highly recommend!",positive,9.0,yes,
18843.0,female,18-25,central,beauty,online,nykaa,2.0,very disappointed idk with the quality.,negative,47.0,yes,yes
18844.0,male,26-35,north,home & kitchen,online,zepto,1.0,late delivery and poor packaging.,negative,36.0,yes,yes
18845.0,female,,west,fashion,,facebook marketplace,2.0,prrooduccct ssstttooopppeed wworkkkiinnggg affttteer ffewww daayysss.,negative,,yes,
18846.0,female,60+,east,home & kitchen,online,croma,3.0,"product is okay, nothing special.",neutral,24.0,yes,no
18847.0,female,46-60,west,beauty,online,flipkart,1.0,late delivery and poor packaging.,negative,31.0,yes,yes
18848.0,male,,central,electronics,online,snapdeal,3.0,,,,yes,no
18849.0,male,18-25,south,sports,online,snapdeal,2.0,cutsomer service was unhelpful.,negative,55.0,no,yes
18850.0,female,36-45,south,groceries,online,zepto,,"amazing experience, highly recommend!",positive,55.0,no,no
18851.0,other,46-60,west,home & kitchen,online,paytm mall,5.0,great value for,positive,42.0,yes,no
18852.0,other,18-25,west,travel,online,,1.0,not wort hthe price.,negative,63.0,no,yes
18853.0,female,36-45,north,books,online,paytm mall,5.0,excellent product! exceeded expectations.,positive,30.0,yes,no
18854.0,male,26-35,south,books,online,nykaa,2.0,customer service was unhelpful.,negative,60.0,no,
18855.0,male,18-25,central,,online,zepto,,works fine but could be better.,neutral,40.0,yes,no
18856.0,female,26-35,east,home & kitchen,online,amazon,1.0,very disappointed with the quality.,negative,210.0,yes,yes
18857.0,male,60+,central,groceries,,boat,3.0,nneeeuuutrraaalll aaabbbout theee qquuuaallitttyy.,neutral,61.0,no,no
18858.0,other,36-45,west,home & kitchen,online,swiggy instamart,3.0,works fine but could be better.,neutral,,yes,
18859.0,female,18-25,south,home & kitchen,online,paytm mall,3.0,works fine but could be better.,neutral,67.0,no,no
18860.0,other,46-60,south,books,online,facebook marketplace,1.0,product stopped working idk after few days.,negative,26.0,yes,yes
18861.0,male,36-45,central,groceries,online,shopclues,,works kinda fine but could be better.,neutral,56.0,no,no
18862.0,,26-35,west,automobile,online,nykaa,4.0,fast delivery and great packaging.,positive,33.0,yes,no
18863.0,other,26-35,east,travel,online,snapdeal,0.0,customer service was unhelpful.,negative,42.0,yes,yes
18864.0,male,36-45,west,fashion,online,bigbasket,0.0,cccuustttomeeerrr seerviiiccceee wwwaaasss uunhheeelllppfffuuulll.,negative,40.0,,yes
18865.0,other,60+,east,home & kitchen,online,shopclues,2.0,very disappointed with the quality.,negative,39.0,yes,
18866.0,female,46-60,south,travel,online,tata cliq,1.0,late delivery and poor packaging. wtf,negative,11.0,yes,yes
18867.0,female,36-45,central,groceries,online,bigbasket,4.0,product! exceeded expectations.,positive,,yes,no
18868.0,female,26-35,central,travel,online,bigbasket,1.0,product stopped working after few days.,negative,22.0,yes,yes
18869.0,other,18-25,central,sports,online,tata cliq,2.0,late and poro packaging.,negative,21.0,yes,yes
18870.0,other,18-25,west,groceries,online,jiomart,3.0,,neutral,60.0,no,no
18871.0,male,18-25,central,beauty,online,croma,1.0,customer service was unhelpful.,negative,19.0,yes,
18872.0,female,60+,east,travel,online,swiggy instamart,2.0,customer service was unhelpful.,negative,71.0,no,yes
18873.0,other,36-45,south,electronics,online,bigbasket,,product stopped working after few days.,negative,7.0,yes,yes
18874.0,male,18-25,north,,online,flipkart,1.0,,negative,17.0,yes,yes
18875.0,female,60+,south,books,online,nykaa,3.0,works fine but could be better.,neutral,65.0,yes,no
18876.0,other,18-25,east,books,,myntra,2.0,very with th equality.,negative,54.0,no,yes
18877.0,male,46-60,north,beauty,online,myntra,2.0,customer service was unhelpful.,negative,2.0,yes,yes
18878.0,,18-25,south,groceries,online,zepto,4.0,excellent product! expectations.,positive,20.0,yes,no
18879.0,female,36-45,central,travel,online,jiomart,,excellent product! exceeded expectations.,,7.0,yes,no
18880.0,male,36-45,south,groceries,online,ajio,1.0,products topped working after few days.,negative,11.0,yes,yes
18881.0,male,60+,south,groceries,online,snapdeal,4.0,gggreeaatt vaalllue fffooorr mmmonnnyye. lliiikkkeee,,28.0,yes,no
18882.0,female,46-60,,,online,shopclues,2.0,late delivery and poor packagnig.,negative,11.0,yes,yes
18883.0,male,36-45,central,beauty,online,facebook marketplace,1.0,late delivery and poor packaging. umm,,15.0,yes,yes
18884.0,other,36-45,central,home & kitchen,online,tata cliq,2.0,customer service was unhelpful.,negative,60.0,no,yes
18885.0,female,46-60,central,groceries,online,paytm mall,1.0,not worth the price.,negative,68.0,no,yes
18886.0,other,36-45,north,beauty,online,,2.0,very disappointed with the quality.,negative,33.0,yes,yes
,female,46-60,north,,online,nykaa,5.0,very satisfied with the quality.,positive,54.0,no,no
,,36-45,,beauty,online,ajio,2.0,very disappointed with the quality.,negative,45.0,yes,yes
18889.0,female,60+,central,automobile,online,nykaa,2.0,very disappointed with the quality.,negative,7.0,yes,yes
18890.0,other,,west,fashion,,jiomart,2.0,customer service was unheplful.,negative,63.0,no,
18891.0,,46-60,central,home & kitchen,online,facebook marketplace,4.0,excellent product! expectations.,positive,53.0,no,no
18892.0,male,60+,west,travel,online,croma,4.0,"amazin gexperience, highly recommend!",positive,43.0,yes,no
18893.0,male,46-60,south,travel,online,meesho,3.0,"umm product is okay, onthing special.",,52.0,no,no
,,60+,central,electronics,online,myntra,4.0,great value for money.,positive,1.0,yes,no
18895.0,other,36-45,west,electronics,online,flipkart,2.0,llatteee dddeelivvveerry aanddd ppoooooorrr pppaaccckkkaagginnng.,negative,30.0,yes,yes
18896.0,female,36-45,south,books,online,nykaa,2.0,,negative,44.0,,yes
18897.0,male,18-25,east,travel,,,2.0,veerryy disapppoiiinnteddd wittthh thheee,negative,40.0,yes,yes
18898.0,male,26-35,east,beauty,online,tata cliq,4.0,very satisfide with the quality.,positive,5.0,yes,no
18899.0,female,18-25,north,books,online,,1.0,product stoppe dworking after few days.,negative,45.0,yes,yes
18900.0,female,46-60,south,beauty,online,meesho,2.0,laate dddeliveerrry pppooor ppaaackkaggingg.,negative,,yes,yes
18901.0,male,46-60,south,home & kitchen,online,croma,3.0,works fine but could be better.,neutral,71.0,no,no
18902.0,other,18-25,south,books,online,facebook marketplace,3.0,average experience overall.,neutral,55.0,no,no
18903.0,male,60+,east,beauty,online,facebook marketplace,4.0,very satisfied with the quality.,positive,23.0,yes,no
18904.0,male,26-35,east,beauty,online,zepto,4.0,fast delivery and great packaging. idk,,60.0,no,no
18905.0,female,46-60,central,sports,online,boat,1.0,product stopped working after few days.,negative,46.0,yes,yes
18906.0,other,60+,,home & kitchen,online,paytm mall,3.0,"product is okay, nothing special.",neutral,30.0,yes,no
,female,60+,central,home & kitchen,online,croma,4.0,fast delivery and like great packaging.,positive,42.0,yes,no
18908.0,other,,south,fashion,online,shopclues,2.0,product stopped working after few days.,negative,42.0,yes,yes
18909.0,male,,south,electronics,online,lenskart,1.0,laaattte deliivveeerrryyy aaandd pppoooor ppaaackkkaaagiiing.,negative,21.0,yes,yes
18910.0,female,18-25,north,automobile,online,boat,2.0,product stopped working after few days.,negative,56.0,no,yes
18911.0,male,60+,north,beauty,online,swiggy instamart,1.0,not worth the price.,negative,75.0,yes,yes
18912.0,male,36-45,north,books,online,tata cliq,4.0,excellent proudct! exceeded expectations.,positive,22.0,yes,no
18913.0,female,18-25,south,sports,online,bigbasket,3.0,"delivery was fine, product is decent.",neutral,,yes,no
18914.0,male,36-45,south,beauty,online,amazon,2.0,customer service was unhelpful.,negative,41.0,yes,yes
18915.0,male,36-45,south,travel,online,lenskart,0.0,"amazing experience, recommned!",positive,71.0,no,no
18916.0,male,36-45,north,home & kitchen,online,meesho,3.0,"delivery was fine, product is decent. errr",neutral,16.0,yes,no
18917.0,other,,south,books,online,amazon,4.0,fast delivery and greatp ackaging.,positive,60.0,no,no
18918.0,,18-25,north,travel,online,others,3.0,"ddelliiivvveeery waass ffinnneee, ppproddduucccttt iis deecentt.",neutral,16.0,yes,no
18919.0,female,26-35,west,sports,online,jiomart,4.0,"amaizng experience, highly recommend!",positive,68.0,,no
18920.0,other,46-60,west,sports,online,myntra,4.0,excellent product! exceeded expectations. errr,positive,,,no
18921.0,female,60+,north,books,online,ajio,2.0,nnnoottt wwworrtthhh thhhe prriccceee.,negative,61.0,no,yes
18922.0,other,26-35,west,beauty,online,nykaa,5.0,very satisfied with the quality.,positive,34.0,yes,no
18923.0,female,36-45,central,beauty,online,ajio,4.0,very satisfied with the quality.,positive,42.0,,no
18924.0,male,60+,central,books,online,zepto,5.0,"amazing expeirence, highly recommend!",,7.0,yes,no
18925.0,male,46-60,north,books,online,nykaa,1.0,not worth the price.,negative,4.0,yes,yes
18926.0,male,26-35,central,groceries,online,paytm mall,1.0,not worth the like price.,negative,54.0,no,yes
18927.0,male,36-45,east,beauty,online,shopclues,3.0,baout the quality.,neutral,21.0,yes,no
18928.0,male,18-25,central,automobile,online,facebook marketplace,3.0,"delivery was fine, product is decent.",,23.0,yes,no
18929.0,female,36-45,south,automobile,online,tata cliq,5.0,satisfied with the quality.,positive,31.0,yes,no
18930.0,other,36-45,west,groceries,,croma,2.0,not worth the price.,negative,58.0,no,yes
18931.0,male,18-25,central,,online,shopclues,0.0,gggrrreeeaat ffoorrr eeerrrr mmooneeyyy.,positive,30.0,yes,no
18932.0,male,26-35,south,home & kitchen,online,nykaa,1.0,ccussstttommmer sserrvvviccee wwwaaasss uunnhheelllppfuuul.,negative,9.0,yes,yes
,other,60+,west,fashion,online,flipkart,5.0,fast delivery and wtf great packaging.,positive,67.0,no,no
18934.0,male,46-60,north,home & kitchen,online,nykaa,5.0,fffasstt deellliiiveeerrry kkkiinnddda annndd greeeatt pppaccckkaaggiiinnngg.,positive,49.0,no,no
18935.0,other,36-45,west,travel,online,jiomart,3.0,"delivery was fine, product is decent.",neutral,27.0,yes,no
18936.0,female,26-35,central,books,online,jiomart,4.0,fast delivery and great packaging.,positive,67.0,no,no
18937.0,other,18-25,south,fashion,online,,4.0,great value for,positive,50.0,no,no
18938.0,female,36-45,central,books,online,,3.0,neutral about the quality. lol,neutral,64.0,no,no
18939.0,female,36-45,west,groceries,online,snapdeal,5.0,"amazing experience, highly recommend! errr",positive,42.0,yes,no
18940.0,male,,east,fashion,online,bigbasket,5.0,greeeaaat vvaaallluuee ffforr mmmoneeeyyy.,positive,,no,no
18941.0,female,60+,south,home & kitchen,online,lenskart,2.0,,negative,26.0,yes,yes
18942.0,other,36-45,east,electronics,online,boat,4.0,"amazing experience, highly recommend!",positive,17.0,yes,no
18943.0,other,18-25,central,fashion,online,swiggy instamart,,kinda great value for money.,positive,47.0,yes,no
18944.0,male,,north,fashion,online,paytm mall,5.0,fast delivery adn great packaging.,positive,37.0,yes,no
18945.0,male,60+,central,fashion,online,meesho,1.0,customer service was unhelpful.,negative,24.0,yes,yes
18946.0,male,26-35,north,home & kitchen,online,croma,4.0,"amazing experience, highly recommend! .....",positive,69.0,no,no
18947.0,other,26-35,central,travel,online,amazon,3.0,"proodduccctt iiss ookkkay, nnottthhiiinnngg sppeciiiaalll.",neutral,17.333333333333332,no,no
18948.0,male,18-25,east,sports,online,bigbasket,1.0,late delivery and poor packaging.,negative,8.0,yes,yes
18949.0,other,60+,central,fashion,online,lenskart,1.0,cutsomer service was unhelpful.,negative,10.0,yes,yes
18950.0,female,60+,north,,online,shopclues,1.0,late delivery and poor packaging.,negative,61.0,no,yes
18951.0,male,26-35,north,travel,,zepto,2.0,prodduuucttt looolll stttooppeeed woorkkinggg aafffteer fffewww ddayyysss.,negative,245.0,no,yes
18952.0,other,46-60,,fashion,online,lenskart,5.0,"amazing experience, highly recommend!",positive,230.0,yes,no
18953.0,other,36-45,west,home & kitchen,online,others,2.0,customer service was nuhelpful.,negative,3.0,yes,yes
18954.0,female,18-25,west,beauty,online,boat,3.0,"product is okay, nothing",neutral,21.0,yes,no
18955.0,other,46-60,west,,online,lenskart,,average experience overall. umm,neutral,37.0,yes,no
18956.0,other,18-25,,beauty,online,jiomart,2.0,not worth hte price.,negative,17.0,yes,yes
18957.0,,60+,west,sports,online,amazon,2.0,service was unhelpful.,negative,62.0,no,yes
,male,,central,home & kitchen,online,reliance digital,4.0,great value for money.,positive,70.0,,no
18959.0,,26-35,north,,online,,4.0,"amazing experience, highly recommend!",positive,11.0,yes,no
18960.0,other,26-35,south,automobile,online,snapdeal,3.0,aaveeeraaaggeee eexxxpeerrrieeennnccee oovverrrallll. loool,neutral,4.0,yes,no
18961.0,other,26-35,north,beauty,online,ajio,1.0,lllaaattte ddeellliiivveryy aannddd poooorrr pppaackkaaginng.,negative,,yes,yes
18962.0,other,36-45,east,sports,online,others,2.0,very disappointed with the quality.,negative,43.0,yes,yes
18963.0,female,46-60,south,electronics,online,lenskart,2.0,not worth the price.,negative,20.0,yes,yes
18964.0,female,26-35,,automobile,online,myntra,2.0,very disappointed with the quality.,negative,24.0,,yes
18965.0,other,36-45,east,sports,online,bigbasket,4.0,fast delivery and great packaging.,positive,62.0,no,no
18966.0,other,60+,east,automobile,online,tata cliq,4.0,,positive,52.0,no,no
18967.0,,36-45,west,home & kitchen,online,paytm mall,5.0,grreatt vvvaaallleeuu fffoorrr looolll,positive,8.0,yes,no
18968.0,female,46-60,central,travel,online,facebook marketplace,4.0,"amazing experienec, recommend!",positive,62.0,no,no
18969.0,female,26-35,north,electronics,online,ajio,2.0,product stopped working after few days.,negative,33.0,yes,yes
18970.0,other,18-25,south,automobile,online,myntra,5.0,,positive,59.0,no,no
18971.0,other,26-35,east,electronics,online,bigbasket,5.0,aaamaazzinng highlyyy rrreeccoommmmeeennn!dd,positive,46.0,yes,no
18972.0,male,18-25,north,books,online,snapdeal,4.0,excellent prodcut! exceeded expectations.,positive,60.0,no,no
,other,60+,central,books,online,lenskart,1.0,product stopped working after few days.,negative,3.6666666666666665,,yes
18974.0,female,18-25,south,beauty,online,meesho,4.0,excellent product! exceeded expectations.,positive,67.0,no,no
18975.0,male,60+,north,beauty,online,snapdeal,3.0,"delivery was fine, product is decent.",neutral,26.0,yes,no
18976.0,female,18-25,east,home & kitchen,online,meesho,4.0,great value for money.,positive,57.0,no,no
18977.0,male,18-25,north,electronics,online,others,3.0,works fine but could be better. umm,neutral,59.0,no,no
18978.0,other,36-45,south,electronics,online,myntra,0.0,product stopped working after few errr days.,negative,43.0,yes,yes
18979.0,other,18-25,,home & kitchen,online,boat,5.0,eexxxceelllleennnttt proooddduuctt! eeexxxceeedddeddd eexxxpppeeecctttaattioonnnss.,positive,11.0,yes,
,other,18-25,south,beauty,,tata cliq,5.0,"amazing experience, highly recommend!",positive,,yes,no
18981.0,female,46-60,central,fashion,online,myntra,0.0,very satisfied with the quality.,positive,55.0,no,no
18982.0,female,18-25,south,books,online,others,5.0,great vvvaluuueee for mmoonney.,positive,21.0,yes,no
18983.0,female,36-45,north,automobile,online,reliance digital,2.0,late delivery and poor packaging.,negative,14.0,yes,yes
,other,18-25,east,sports,online,paytm mall,2.0,customer service was unhelpful.,negative,13.0,yes,yes
18985.0,male,18-25,north,,online,meesho,4.0,,positive,29.0,yes,no
18986.0,other,46-60,west,electronics,online,paytm mall,5.0,delivery and great packagin.g,positive,48.0,no,no
18987.0,female,26-35,east,home & kitchen,online,bigbasket,1.0,customer sevrice was unhelpful.,negative,,yes,yes
18988.0,female,18-25,north,home & kitchen,online,boat,2.0,very like disappointed with the quality.,negative,6.0,yes,yes
18989.0,other,46-60,south,electronics,,bigbasket,4.0,gggreaat vvaaalluuee fffooorrr mooneeey.,positive,45.0,yes,no
18990.0,male,60+,central,groceries,online,flipkart,4.0,very satisfied with the quality.,positive,8.0,yes,no
18991.0,male,36-45,central,groceries,online,snapdeal,2.0,very disappointed idk with the quality.,negative,16.0,yes,yes
18992.0,male,26-35,west,groceries,online,,,customer service was unhelpful.,,37.0,yes,yes
18993.0,other,60+,central,automobile,online,reliance digital,3.0,"delivery was fine, product is decent.",neutral,44.0,yes,no
18994.0,male,26-35,north,automobile,online,amazon,5.0,great valeu for money.,positive,24.0,yes,no
18995.0,female,46-60,west,home & kitchen,online,nykaa,0.0,excellent product! exceeded expectations.,positive,36.0,yes,no
18996.0,,36-45,north,fashion,online,shopclues,5.0,,positive,66.0,no,no
18997.0,other,46-60,east,groceries,online,flipkart,2.0,nott wooorthhh ttthee prriicceee.,negative,33.333333333333336,yes,yes
18998.0,other,36-45,north,groceries,online,,5.0,fast delivery and great packaging.,positive,59.0,no,no
18999.0,female,36-45,,electronics,online,shopclues,3.0,"delivery was fine, product is decent.",neutral,9.0,yes,no
19000.0,male,36-45,north,beauty,online,nykaa,1.0,llaatte ddeellliiveeryy annnddd pppooor pppaaackkkaaaggingg.,negative,,yes,yes
19001.0,female,26-35,south,groceries,online,nykaa,5.0,,,3.0,yes,no
19002.0,other,36-45,west,travel,online,tata cliq,1.0,customer was unhelpful.,negative,64.0,no,yes
,other,18-25,west,fashion,online,reliance digital,2.0,stopped working after few days.,negative,2.0,yes,yes
19004.0,,26-35,central,travel,online,myntra,3.0,"producti s okay, nothing special.",neutral,,yes,no
19005.0,female,18-25,central,groceries,online,flipkart,5.0,ffaaassstt deelliiivvveeryyy and greatt pppackaggiingg.,positive,55.0,no,no
19006.0,female,26-35,north,groceries,online,paytm mall,5.0,very satisfied with the errr quality.,positive,34.0,yes,no
19007.0,,26-35,central,home & kitchen,online,jiomart,2.0,lated elivery poor packaging.,negative,22.0,yes,yes
19008.0,male,18-25,south,groceries,online,ajio,2.0,vvveerry ddiisssaapppoooiintteeed wwiittthhh eeerrrrr tttheee qqquaaaliiitttyy.,negative,58.0,no,yes
19009.0,other,26-35,central,electronics,online,,3.0,"product is okay, nothing special.",neutral,51.0,no,no
19010.0,female,46-60,central,travel,online,meesho,1.0,nnnooott wworrrtthhh tthheee ppprriicc.ee,negative,70.0,no,
19011.0,other,60+,central,groceries,online,myntra,1.0,ppprrroduuucccttt ssstttoopppppeddd wwworrrkkkiiinnggg affftteeer fewww ddaays.,negative,16.0,yes,yes
19012.0,female,46-60,east,books,online,boat,3.0,kinda average experience,neutral,52.0,no,no
19013.0,female,46-60,west,automobile,online,jiomart,3.0,"pprrroddduuccttt iiisss oookkaayy, nnooothinng ssspppecciiiaalll.",neutral,15.0,yes,no
19014.0,female,46-60,east,automobile,online,jiomart,5.0,excellent product! exceeded expectations.,positive,50.0,no,no
19015.0,other,60+,north,groceries,online,swiggy instamart,2.0,vverrryy dddissaappppoointteed wwiiitthh ttteeehhh qquallliiitty.,negative,46.0,yes,yes
19016.0,male,60+,east,sports,online,croma,5.0,excellent product! exceeded expectations.,positive,56.0,no,no
19017.0,female,18-25,south,groceries,online,,4.0,very satisfied with the quality.,positive,55.0,no,no
19018.0,other,36-45,north,automobile,online,others,5.0,fast delivery and great packaging.,,31.0,yes,no
19019.0,male,60+,north,books,online,flipkart,1.0,product stopped working few days.,negative,165.0,yes,yes
19020.0,male,60+,south,automobile,online,amazon,3.0,experiencek inda overall.,neutral,54.0,no,no
19021.0,male,36-45,west,groceries,online,bigbasket,3.0,"proudct is okay, nothing special.",neutral,14.0,yes,no
19022.0,female,36-45,central,books,online,amazon,5.0,faastt deelliivveeryy gggreeaat paaacckaiiigggnnggg.,positive,37.0,yes,no
19023.0,male,18-25,central,electronics,online,reliance digital,5.0,very like satisfied with the quality.,positive,25.0,yes,no
19024.0,female,36-45,,automobile,online,swiggy instamart,5.0,excellent product! exceeded expectations.,positive,64.0,no,no
19025.0,male,,central,books,online,zepto,4.0,great value for money.,positive,23.0,yes,no
19026.0,male,46-60,south,sports,online,facebook marketplace,5.0,"amazing experience, highly recommend!",positive,62.0,no,no
19027.0,male,36-45,central,beauty,online,facebook marketplace,3.0,,neutral,63.0,no,no
19028.0,other,26-35,central,travel,online,myntra,3.0,"delivery was lol fine, product is decent.",neutral,8.0,yes,no
19029.0,female,60+,north,electronics,online,nykaa,5.0,veyr satisfied with the quality.,positive,2.0,yes,no
19030.0,male,26-35,south,travel,online,bigbasket,0.0,product stopped working after few days.,negative,32.0,yes,yes
19031.0,female,26-35,south,home & kitchen,online,facebook marketplace,1.0,product stopped working after few days.,negative,30.0,yes,yes
19032.0,other,36-45,north,groceries,online,facebook marketplace,4.0,"amazing experience, highly recommend!",positive,50.0,no,no
19033.0,other,26-35,north,home & kitchen,online,croma,4.0,afst delivery and great packaging.,positive,61.0,no,
19034.0,other,18-25,central,travel,online,snapdeal,2.0,customer service kinda was unhelpful.,negative,8.0,yes,yes
19035.0,female,46-60,north,groceries,,lenskart,2.0,late delivery and poor packaging.,negative,165.0,yes,yes
19036.0,female,26-35,west,groceries,online,amazon,2.0,not worth the price.,,24.0,yes,yes
19037.0,male,60+,central,sports,online,zepto,5.0,very satisfied with the quality. errr,positive,10.0,yes,no
19038.0,male,,west,home & kitchen,online,swiggy instamart,3.0,"product okay, nothnig special.",neutral,,yes,no
19039.0,other,36-45,east,groceries,online,nykaa,0.0,fast delivery and great packaging.,positive,65.0,no,no
19040.0,male,36-45,north,fashion,online,reliance digital,5.0,great value for money.,positive,48.0,no,no
,,60+,east,automobile,online,lenskart,1.0,late delivery and poor packaging.,negative,9.0,yes,yes
19042.0,other,18-25,south,fashion,online,croma,3.0,neutral about the quality.,neutral,7.0,,
19043.0,other,26-35,central,sports,,bigbasket,4.0,excellent product! exceeded expectations.,,51.0,no,no
19044.0,female,18-25,central,groceries,online,boat,1.0,customer service was unhelpful.,negative,61.0,no,yes
,other,18-25,,electronics,online,bigbasket,3.0,wwooorkkks fiine uubbt ccoulldd bbbee bbeeetttter.,neutral,71.0,no,no
19046.0,male,,north,,online,lenskart,3.0,"delivery was fine, product is decent.",neutral,30.0,yes,no
19047.0,other,18-25,central,groceries,online,myntra,3.0,aaaveerrraggeee xeeeppperrriienncee overall.,neutral,29.0,yes,no
,female,60+,central,home & kitchen,online,ajio,1.0,product stopped working after few days. .....,negative,0.3333333333333333,yes,yes
19049.0,other,46-60,central,electronics,online,nykaa,,very with the quality.,negative,37.0,yes,yes
19050.0,male,46-60,west,travel,online,others,2.0,product stopped wroking after few days.,negative,335.0,no,yes
19051.0,other,,east,travel,online,paytm mall,3.0,neutral about quality.,neutral,5.0,yes,no
19052.0,female,18-25,south,electronics,online,lenskart,1.0,not worth hte price.,negative,44.0,yes,yes
19053.0,male,18-25,north,home & kitchen,,meesho,4.0,"amazing experience, highly recommend!",positive,7.0,yes,no
19054.0,female,26-35,central,fashion,online,myntra,3.0,,neutral,13.0,yes,no
19055.0,male,46-60,central,automobile,online,,5.0,very idk satisfied with the quality.,positive,48.0,no,no
19056.0,male,26-35,central,fashion,online,nykaa,2.0,not the price.,negative,60.0,no,yes
